Ano;Período;Tipo Avaliacao;Professor;Departamento;Disciplina;Turma;Aluno;Ano Ingresso;Tipo Ingresso;Curso Aluno;IRA;Escola 2G;Bolsa Apoio;Tipos Bolsa;Outras Bolsas;Nota Final;Cidade;Estado;O plano de ensino apresentado pelo(a) docente contém: ementa, objetivos, metodologias de ensino, critérios de avaliação, cronograma, conteúdos e bibliografia da disciplina.;O(A) docente cumpriu o plano de ensino apresentado.;Os conteúdos foram ministrados de forma clara.;As atividades pedagógicas (aulas, atividades online e presenciais e etc) estimularam a sua participação.;Os recursos didáticos, audiovisuais e tecnológicos disponíveis contribuíram para o processo de ensino e aprendizagem.;Os critérios de avaliação foram compatíveis com os conteúdos ministrados.;O(A) docente deu retorno sobre todas as atividades realizadas.;A atuação e disponibilidade do(a) docente foram satisfatórias.;O(A) docente manteve um comportamento respeitoso e cortês em relação aos discentes.;A atuação e disponibilidade do(a) tutor(a) à distância foram satisfatórias.;O(A) tutor(a) à distância manteve um comportamento respeitoso e cortês em relação aos discentes.;As atividades propostas contribuíram para a aprendizagem dos conteúdos.;A disciplina contribuiu na preparação para o exercício profissional.;A disciplina contribuiu para a aquisição de cultura geral.;Sua motivação para estudar esta disciplina foi alta.;Você teve facilidade para acompanhar as atividades da disciplina.;Seu empenho durante a disciplina foi elevado.;A atuação do(a) tutor(a) presencial foi satisfatória.;A atuação do(a) assistente à docência foi satisfatória.;As estruturas física e tecnológica do polo foram compatíveis e atenderam ao desenvolvimento das atividades.;A atuação do(a) coordenador(a) de curso foi satisfatória.;O trabalho da secretaria do curso na UFJF foi satisfatório.;A atuação da UFJF em relação aos alunos e polo-UAB é satisfatória.
2019;1;ALUNO_TURMA;3829BBF0314F0B4991973EE6232672DA;DEPARTAMENTO DE EDUCAÇÃO;C486B6CDCE0D9753934F720573544A02;A;80AD60A7B2569DC727E0C62D847370B4;2014;Vestibular;37F;61,88;ESCOLA COMENDADOR GERALDO FREIRE DA SILVA;N;;;83;BOA ESPERANCA;MG;5;5;5;5;5;5;5;5;5;5;4;4;5;5;4;5;5;2;5;5;5;5;5
2019;1;ALUNO_TURMA;3829BBF0314F0B4991973EE6232672DA;DEPARTAMENTO DE EDUCAÇÃO;C486B6CDCE0D9753934F720573544A02;A;E25B0A54014BA202D5E84C547F0CF86A;2016;Vestibular;37G;82,31;RED/DIRETORIA DE ENSINO SUPLETIVO;N;;;96;COROMANDEL;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;B;A356F8573D2DC6D324B12FE5FA52A3AA;2016;Vestibular/ENEM;74B;53,41;COLEGIO CONEXÃO;N;;;63;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;B;CE20033AB3A2EC6F77867E2FD1DF9525;2016;Vestibular/ENEM;74B;3,64;ESCOLA ESTADUAL SEBASTIAO PATRUS DE SOUZA;S;APOIO A MANUTENÇÃO;;0;JUIZ DE FORA;MG;5;5;5;;;;;;;;;4;5;5;0;2;0
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;B;9EE1E78829D0D22519B8550FA7694B7C;2018;Vestibular;74B;78,89;ESCOLA ESTADUAL JOSÉ ALVAREZ FILHO;S;APOIO A MANUTENÇÃO|MORADIA;APOIO A ATIVIDADE DE PESQUISA|CAED - PERNAMBUCO|CAED CEARÁ|TREINAMENTO PROF. - VOLUNTARIO|CAED - PE-RESSARCIMENTO|CAED - RIO GDE DO SUL|CAED;85;JUIZ DE FORA;MG;4;5;4;5;5;4;;5;5;5;5;3;4;5;5;3;5;5;5;5;4;4;4
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;B;C3D111A4BD5D9069302AC16E3E3EF54C;2018;Vestibular/ENEM;74B;7,33;COLÉGIO ESTADUAL DO LICEU NILO PEÇANHA;N;;;0;JUIZ DE FORA;MG;5;5;4;4;5;5;4;4;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;C;18A7F9818B469DBBC2AB0DD25D44C598;2018;Vestibular;74C;84,46;ESCOLA ESTADUAL PROFESSOR ORMINDO DE SOUZA LIMA;N;;;86;VICOSA;MG;5;5;3;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;C;34645F5750E68FA0E9844C5F061F8810;2018;Vestibular/ENEM;74C;36;ESCOLA ESTADUAL DEPUTADO CARLOS PEIXOTO FILHO DE 1º E 2º GRAUS;N;;;8;UBA;MG;4;4;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;4;5;5;4;3;5
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;D;4AA80D9892B4DB66BFFA767960440202;2018;Vestibular/ENEM;74D;79,85;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE OURO PRETO;N;;;91;CONSELHEIRO LAFAIETE;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;5;4;5;5;4
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;D;0C114509E867E2F0663A884012405619;2018;Vestibular;74D;90,31;ESCOLA MUNICIPAL NAPOLEÃO REIS;N;;;87;CONSELHEIRO LAFAIETE;MG;1;0;5;3;4;5;5;1;5;5;5;5;4;3;4;5;5;1;1;1;3;3;1
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;D;CB5AF20EA749FDBDA66636856DBEEF94;2018;Vestibular;74D;70,77;ESCOLA ESTADUAL NARCISO DE QUEIRÓS;N;;;73;CONSELHEIRO LAFAIETE;MG;4;4;4;5;3;3;3;5;5;4;5;4;3;4;3;4;3;4;5;0;3;3;3
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;E;EC27777EC6CA2CCD61B4B5293DD16B28;2018;Vestibular;74E;84,31;ESCOLA DA COMUNIDADE CORONEL LUIZ SALGADO DE 1º E 2º GRAUS;N;;;95;LEOPOLDINA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;E;FB5E8239C27F814CF315290DA427D7A4;2018;Vestibular;74E;68,62;ESCOLA ESTADUAL SEBASTIÃO SILVA COUTINHO ? DE 1º E 2º GRAUS;N;;;60;LEOPOLDINA;MG;4;3;4;4;4;4;4;4;5;4;4;5;5;5;5;5;4;4;4;4;4;5;4
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;E;701804940ADA0BF349818A2E7BC9321A;2018;Vestibular;74E;88,62;ESCOLA ESTADUAL PROFESSOR QUARESMA;N;;;94;CATAGUASES;MG;4;5;3;4;3;4;5;5;5;4;5;4;4;4;5;5;4;0;4;0;4;4;3
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;E;6A006FA3294B08B545F9C2815D848415;2018;Vestibular;74E;77,38;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS - UNIDADE DE ENSINO DESCENTRALIZADA ;N;;;86;LEOPOLDINA;MG;4;5;4;4;4;5;5;5;5;5;5;4;4;4;5;5;5;5;4;3;3;2;1
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;E;71D20D92F7391A35973DD29564CB183C;2018;Vestibular/ENEM;74E;72,31;ESCOLA  CRISTO REDENTOR - 1º E 2º GRAUS;N;;;75;MURIAE;MG;5;4;4;5;4;5;5;5;5;5;5;4;4;5;5;5;4;0;0;0;3;5;5
2019;1;ALUNO_TURMA;DFF590C05AF2C30BECEC92B6C86E3F5D;DEPTO DE CIENCIAS ADMINISTRATIVAS;5033D80AF86D47182C4D0D793B4E459D;E;691DE38DD9FD4D6476DC8C8F72B2E7A9;2018;Vestibular;74E;100;ESCOLA ESTADUAL FRANCISCO INÁCIO PEIXOTO;N;;;80;CATAGUASES;MG;4;0;4;4;5;5;5;5;5;5;5;5;4;5;5;5;5;0;0;4;0;0;4
2019;1;ALUNO_TURMA;62DC2191DF73B7988547A9718D5AD0B4;DEPTO DE CIENCIA DA COMPUTACAO /ICE;7EA7721429DD84F38D3C1490344AE2B9;A;786106230E23763100D5665C47CF73FE;2017;Vestibular;75P;85,83;COLÉGIO DECISIVO COMENDADOR;N;;;93;GOVERNADOR VALADARES;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;62DC2191DF73B7988547A9718D5AD0B4;DEPTO DE CIENCIA DA COMPUTACAO /ICE;7EA7721429DD84F38D3C1490344AE2B9;A;141037E704463C2CF2EEF71F8CF93CD9;2017;Vestibular/ENEM;75P;81,61;ESCOLA ESTADUAL CAIO NELSON DE SENA;N;;;82;GOVERNADOR VALADARES;MG;4;4;3;3;3;3;4;3;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4
2019;1;ALUNO_TURMA;62DC2191DF73B7988547A9718D5AD0B4;DEPTO DE CIENCIA DA COMPUTACAO /ICE;7EA7721429DD84F38D3C1490344AE2B9;A;BF06468025B1D1A17772AD2D1A124055;2017;Vestibular;75P;70,71;ESCOLA ESTADUAL DR JOAQUIM GOMES DA SILVEIRA NETO;N;;;67;CORONEL FABRICIANO;MG;5;5;5;0;5;1;1;1;5;5;5;3;5;4;3;4;4;0;0;5;3;5;1
2019;1;ALUNO_TURMA;62DC2191DF73B7988547A9718D5AD0B4;DEPTO DE CIENCIA DA COMPUTACAO /ICE;87C249A04A578BCC4721B6DFC5871AC6;A;B7ACFDA42AA531D0507348D29204EA02;2016;Vestibular;75D;83,65;CES I - NITERÓI;N;;;93;MURIAE;MG;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;2
2019;1;ALUNO_TURMA;62DC2191DF73B7988547A9718D5AD0B4;DEPTO DE CIENCIA DA COMPUTACAO /ICE;87C249A04A578BCC4721B6DFC5871AC6;A;B921B46226E4C7CA540371A8929FA431;2016;Vestibular;75J;81,45;ESPAÇO EDUCACIONAL CRER & SER;N;;;75;GOVERNADOR VALADARES;MG;1;4;1;3;2;1;4;2;4;3;4;3;1;1;4;1;5;5;0;5;2;0;3
2019;1;ALUNO_TURMA;62DC2191DF73B7988547A9718D5AD0B4;DEPTO DE CIENCIA DA COMPUTACAO /ICE;87C249A04A578BCC4721B6DFC5871AC6;A;7FF3277E2C056FDE2162ED318659B623;2014;Vestibular;75J;66,28;ESCOLA TÉCNICA JUSCELINO KUBITSCHEK;N;;;98;ITABIRA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;62DC2191DF73B7988547A9718D5AD0B4;DEPTO DE CIENCIA DA COMPUTACAO /ICE;87C249A04A578BCC4721B6DFC5871AC6;A;B2FB50B10E7FA5FC8CA3985C924E6A6F;2012;Vestibular;75G;51,29;ESCOLA  AGROTÉCNICA FEDERAL DE SALINAS;N;;;81;SALINAS;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;5;5;5;5
2019;1;ALUNO_TURMA;62DC2191DF73B7988547A9718D5AD0B4;DEPTO DE CIENCIA DA COMPUTACAO /ICE;87C249A04A578BCC4721B6DFC5871AC6;A;246F619D35EF2E224D1F492DD015072C;2012;Vestibular;75L;43,78;ESCOLA DE ASSEDIPA DE ENSINO FUNDAMENTAL (1ª À 8ª SÉRIE) E ENSINO MÉDIO;N;;;53;IPATINGA;MG;4;4;4;2;3;4;5;5;5;5;5;5;4;4;3;3;3;0;0;3;4;5;4
2019;1;ALUNO_TURMA;2C6E50756201E9F71339B37A11294890;DEPTO DE MATEMATICA /ICE;A68F51393DFF18D54062E3AF1629B16C;A;D009A8D93C46893E823FEDDE612070C6;2015;Enem/Vaga de Edital;61F;63,35;ESCOLA ESTADUAL DOUTOR ADALMARIO JOSÉ DOS SANTOS;N;;;60;LAJINHA;MG;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5
2019;1;ALUNO_TURMA;2C6E50756201E9F71339B37A11294890;DEPTO DE MATEMATICA /ICE;A68F51393DFF18D54062E3AF1629B16C;A;D6821BE7F2A13042EA211C5C3B4D3E1A;2017;Vestibular;62P;71,96;Colégio Pio XII;N;;;64;UBA;MG;5;5;4;4;4;5;5;5;5;5;5;4;5;4;4;4;4;5;5;5;5;5;5
2019;1;ALUNO_TURMA;477885BBC9B3D9199CE921B67C196DF5;DEPTO DE CIENCIA DA COMPUTACAO /ICE;3545B2821FEF470D0F80A4DD6C1AC75F;A;1CABAB6B9F5135EF0871375E055EC291;2016;Vestibular;75F;95,57;COLÉGIO PIO X;N;;;93;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;4;5;2
2019;1;ALUNO_TURMA;477885BBC9B3D9199CE921B67C196DF5;DEPTO DE CIENCIA DA COMPUTACAO /ICE;BB0736CF7F8FEBC630F1FEF3D74BF819;A;B7ACFDA42AA531D0507348D29204EA02;2016;Vestibular;75D;83,65;CES I - NITERÓI;N;;;85;MURIAE;MG;4;4;4;4;4;4;4;4;3;4;4;3;4;5;5;5;5;5;4;1;5;5;2
2019;1;ALUNO_TURMA;C9DD5F2DD8282C9D6F09303F3EFCEAB9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;82945B1C0479DE84A40E484E2D8CF881;A;BF06468025B1D1A17772AD2D1A124055;2017;Vestibular;75P;70,71;ESCOLA ESTADUAL DR JOAQUIM GOMES DA SILVEIRA NETO;N;;;87;CORONEL FABRICIANO;MG;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;5;3;5;1
2019;1;ALUNO_TURMA;C9DD5F2DD8282C9D6F09303F3EFCEAB9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;82945B1C0479DE84A40E484E2D8CF881;A;B7ACFDA42AA531D0507348D29204EA02;2016;Vestibular;75D;83,65;CES I - NITERÓI;N;;;88;MURIAE;MG;4;4;4;4;4;4;4;4;3;4;4;3;4;5;5;5;5;5;4;1;5;5;2
2019;1;ALUNO_TURMA;C9DD5F2DD8282C9D6F09303F3EFCEAB9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;82945B1C0479DE84A40E484E2D8CF881;A;1CABAB6B9F5135EF0871375E055EC291;2016;Vestibular;75F;95,57;COLÉGIO PIO X;N;;;100;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;4;5;2
2019;1;ALUNO_TURMA;C9DD5F2DD8282C9D6F09303F3EFCEAB9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;82945B1C0479DE84A40E484E2D8CF881;A;0B9ED3615B4E28F73D4799EDFED99CAE;2016;Vestibular;75F;77,78;COLÉGIO CRISTO REDENTOR;N;;QUALIFICAÇÃO AMBIENTAL|MONITORIA GRADUACAO|VESTIBULAR;75;JUIZ DE FORA;MG;5;4;2;3;2;3;5;4;5;4;5;4;4;3;3;4;3;4;5;0;4;5;3
2019;1;ALUNO_TURMA;C9DD5F2DD8282C9D6F09303F3EFCEAB9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;82945B1C0479DE84A40E484E2D8CF881;A;B921B46226E4C7CA540371A8929FA431;2016;Vestibular;75J;81,45;ESPAÇO EDUCACIONAL CRER & SER;N;;;100;GOVERNADOR VALADARES;MG;5;5;5;4;4;5;5;4;5;3;5;4;5;4;5;5;5;5;0;5;5;0;3
2019;1;ALUNO_TURMA;C9DD5F2DD8282C9D6F09303F3EFCEAB9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;82945B1C0479DE84A40E484E2D8CF881;A;786106230E23763100D5665C47CF73FE;2017;Vestibular;75P;85,83;COLÉGIO DECISIVO COMENDADOR;N;;;100;GOVERNADOR VALADARES;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;C9DD5F2DD8282C9D6F09303F3EFCEAB9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;82945B1C0479DE84A40E484E2D8CF881;A;141037E704463C2CF2EEF71F8CF93CD9;2017;Vestibular/ENEM;75P;81,61;ESCOLA ESTADUAL CAIO NELSON DE SENA;N;;;100;GOVERNADOR VALADARES;MG;4;4;5;3;4;3;4;3;4;4;5;4;4;4;4;4;4;5;4;4;4;4;4
2019;1;ALUNO_TURMA;6F660D8838804DA3C516E2C63AAAC3B5;DEPTO DE MATEMATICA /ICE;B528CA94615CA589A5548FE5311F174B;A;1350DAE1D6F07F4DEC152C93D801BB42;2018;Vestibular;59E;71,73;ESCOLA ESTADUAL JOSÉ ERMÍRIO DE MORAIS;N;;;3;TRES MARIAS;MG;5;5;1;1;1;3;3;2;5;3;4;3;1;1;1;1;3;3;0;0;4;4;2
2019;1;ALUNO_TURMA;6F660D8838804DA3C516E2C63AAAC3B5;DEPTO DE MATEMATICA /ICE;B528CA94615CA589A5548FE5311F174B;A;155A372BA7D87D347C40161223D30C02;2014;Vestibular EAD Demanda Social;62O;44,75;ESCOLA ESTADUAL MANUEL INÁCIO PEIXOTO ;N;;;46;CATAGUASES;MG;4;3;4;4;3;3;4;4;5;5;5;3;3;5;3;3;;4;5;3;4;5;4
2019;1;ALUNO_TURMA;6F660D8838804DA3C516E2C63AAAC3B5;DEPTO DE MATEMATICA /ICE;B528CA94615CA589A5548FE5311F174B;A;B23DFAE9A064CA68C0FEE9D2D334F9CA;2016;Vestibular/ENEM;61H;79,24;COLÉGIO E CURSO CATEDRAL VESTIBULARES ;S;TRANSPORTE;CAED - PERNAMBUCO|CAED CEARÁ|CAED SÃO PAULO|MONITORIA GRADUACAO|TREINAMENTO PROFISSIONAL|INICIACAO CIENTIFICA - GRADUAC|VESTIBULAR|DEMANDA SOCIAL;60;JUIZ DE FORA;MG;5;5;3;4;2;4;5;4;5;4;5;4;4;5;3;2;5;3;3;3;4;4;4
2019;1;ALUNO_TURMA;6F660D8838804DA3C516E2C63AAAC3B5;DEPTO DE MATEMATICA /ICE;B528CA94615CA589A5548FE5311F174B;A;597E20595CB69BEA48868BF75E04FEA9;2014;Vestibular;59G;76,38;ESCOLA ESTADUAL DR LAURO CORRÊA AMARAL;N;;;60;SANTANA DA VARGEM;MG;5;5;4;4;5;5;5;4;5;5;5;5;4;0;5;4;4;0;0;4;5;5;5
2019;1;ALUNO_TURMA;1087060ED54211EB107F50D0ABF67FD3;DEPTO DE MATEMATICA /ICE;1794730BDA4AAF9DC4BF69C1D8F308B3;A;A251FC89CF1E3C21A99FF97B25E43E88;2013;Enem/Vaga de Edital;61F;46,45;ESCOLA ESTADUAL "QUINCA FRANCO";N;;;12;DURANDE;MG;2;2;1;1;1;2;1;1;5;4;5;1;1;2;1;1;1;5;4;5;5;5;5
2019;1;ALUNO_TURMA;1087060ED54211EB107F50D0ABF67FD3;DEPTO DE MATEMATICA /ICE;1794730BDA4AAF9DC4BF69C1D8F308B3;A;1350DAE1D6F07F4DEC152C93D801BB42;2018;Vestibular;59E;71,73;ESCOLA ESTADUAL JOSÉ ERMÍRIO DE MORAIS;N;;;0;TRES MARIAS;MG;5;5;1;1;1;3;3;2;5;3;4;3;1;1;1;1;3;3;0;0;3;4;2
2019;1;ALUNO_TURMA;1087060ED54211EB107F50D0ABF67FD3;DEPTO DE MATEMATICA /ICE;1794730BDA4AAF9DC4BF69C1D8F308B3;A;D7EA20F2254FA4A5A779DA94443A0C2D;2016;Vestibular;61B;70,2;ESCOLA ESTADUAL AZARIAS RIBEIRO;N;;;60;LAVRAS;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5
2019;1;ALUNO_TURMA;1087060ED54211EB107F50D0ABF67FD3;DEPTO DE MATEMATICA /ICE;1794730BDA4AAF9DC4BF69C1D8F308B3;A;155A372BA7D87D347C40161223D30C02;2014;Vestibular EAD Demanda Social;62O;44,75;ESCOLA ESTADUAL MANUEL INÁCIO PEIXOTO ;N;;;23;CATAGUASES;MG;4;5;4;4;3;4;4;4;5;5;5;4;5;5;4;3;;5;5;4;4;5;4
2019;1;ALUNO_TURMA;CF193934E89EC8224095FF03B7EC1952;DEPARTAMENTO DE EDUCAÇÃO;C699D8882F2AEEAEB489CEE77955B49D;A;CF6DCEB1AF1B5BD01C4CEF443DA7CA81;2012;Vestibular;37F;30,94;ESCOLA ESTADUAL DE PRIMEIRO E SEGUNDO GRAUS PROFESSOR JOSÉ LEME DO PRADO;N;;;0;VALINHOS;SP;2;2;1;1;3;1;0;1;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;ALUNO_TURMA;CF193934E89EC8224095FF03B7EC1952;DEPARTAMENTO DE EDUCAÇÃO;C699D8882F2AEEAEB489CEE77955B49D;A;80AD60A7B2569DC727E0C62D847370B4;2014;Vestibular;37F;61,88;ESCOLA COMENDADOR GERALDO FREIRE DA SILVA;N;;;39;BOA ESPERANCA;MG;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;5;5;5;5
2019;1;ALUNO_TURMA;D8117D05287D86171B09005A9E8C5FC1;DEPTO DE MATEMATICA /ICE;989D03065A12506B428527CE9F5427B2;A;B23DFAE9A064CA68C0FEE9D2D334F9CA;2016;Vestibular/ENEM;61H;79,24;COLÉGIO E CURSO CATEDRAL VESTIBULARES ;S;TRANSPORTE;CAED - PERNAMBUCO|CAED CEARÁ|CAED SÃO PAULO|MONITORIA GRADUACAO|TREINAMENTO PROFISSIONAL|INICIACAO CIENTIFICA - GRADUAC|VESTIBULAR|DEMANDA SOCIAL;94;JUIZ DE FORA;MG;5;5;4;4;3;4;5;4;5;4;5;4;4;5;3;3;5;3;3;3;4;4;4
2019;1;ALUNO_TURMA;D8117D05287D86171B09005A9E8C5FC1;DEPTO DE MATEMATICA /ICE;989D03065A12506B428527CE9F5427B2;A;1A623E7AAEE4248E828AE0A1A2F787EB;2018;Vestibular;62P;81,7;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS - ENCCEJA;N;;;74;RIO NOVO;MG;1;5;0;2;3;5;3;0;5;0;4;5;4;5;5;4;5;0;;2;5;5;4
2019;1;ALUNO_TURMA;D8117D05287D86171B09005A9E8C5FC1;DEPTO DE MATEMATICA /ICE;989D03065A12506B428527CE9F5427B2;A;9B998ABF790A784C18E2DB82502B79E4;2018;Vestibular;62K;87,83;ESCOLA ESTADUAL PRUDENTE DE MORAIS;N;;;78;MESQUITA;MG;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
2019;1;ALUNO_TURMA;D8117D05287D86171B09005A9E8C5FC1;DEPTO DE MATEMATICA /ICE;989D03065A12506B428527CE9F5427B2;A;51624F37C350A161ED0A3032ADA4AE9E;2016;Vestibular/ENEM;62N;26,22;ESCOLA ESTADUAL PROFESSOR ALBINO LUIZ CALDAS;N;;;1;COIMBRA;MG;0;0;4;4;4;5;4;5;5;4;5;4;5;4;4;0;0;4;4;5;5;5;5
2019;1;ALUNO_TURMA;DA543DCD02958907D26973F8271EA28D;DEPTO DE CIENCIAS ADMINISTRATIVAS;F5672C40196FC9CCE293E69017A3A621;A;8E3F0A192DDAD54A4CAFC0AA1BABFFC3;2016;Vestibular;74A;77,13;ESCOLA MUNICIPAL ARLLETE BASTOS DE MAGALHÃES;N;;;75;BICAS;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5
2019;1;ALUNO_TURMA;DA543DCD02958907D26973F8271EA28D;DEPTO DE CIENCIAS ADMINISTRATIVAS;F5672C40196FC9CCE293E69017A3A621;B;CEA7312E2835CE5E78247F8CA82F2FD9;2016;Vestibular;74B;72,05;COLÉGIO IMACULADA CONCEIÇÃO;N;;;81;MATIAS BARBOSA;MG;5;5;5;5;5;5;5;5;5;5;5;5;;5;5;5;5;5;5;5;3;3;3
2019;1;ALUNO_TURMA;DA543DCD02958907D26973F8271EA28D;DEPTO DE CIENCIAS ADMINISTRATIVAS;F5672C40196FC9CCE293E69017A3A621;C;A03DDF896CFF5C27736F3B417659A405;2016;Vestibular;74C;68,18;ESCOLA ESTADUAL SENADOR LEVINDO COELHO;N;;;68;UBA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;BCE8B6B65E6CF5B158A1DC7B22090BF3;DEPTO DE FISICA /ICE;A955B18DEE48136B907FA19B0263057A;A;D7EA20F2254FA4A5A779DA94443A0C2D;2016;Vestibular;61B;70,2;ESCOLA ESTADUAL AZARIAS RIBEIRO;N;;;93;LAVRAS;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5
2019;1;ALUNO_TURMA;BCE8B6B65E6CF5B158A1DC7B22090BF3;DEPTO DE FISICA /ICE;A955B18DEE48136B907FA19B0263057A;A;AC901F9E18676A5F2E057B13F0CBCD27;2016;Vestibular/ENEM;61B;69,32;ESCOLA ESTADUAL JOÁO MELO GOMIDE;N;;;100;PERDOES;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;1;ALUNO_TURMA;BCE8B6B65E6CF5B158A1DC7B22090BF3;DEPTO DE FISICA /ICE;A955B18DEE48136B907FA19B0263057A;A;D009A8D93C46893E823FEDDE612070C6;2015;Enem/Vaga de Edital;61F;63,35;ESCOLA ESTADUAL DOUTOR ADALMARIO JOSÉ DOS SANTOS;N;;;93;LAJINHA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
